sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0093
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0094
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0095
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human2_lib1.final_cell_0096
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0097
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0098
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0099
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0100
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0101
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human2_lib1.final_cell_0102
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0103
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0104
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0105
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0106
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0107
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0108
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0109
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0110
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0111
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0112
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0113
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0114
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0115
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human2_lib1.final_cell_0116
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0117
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0118
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0119
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0120
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0121
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0122
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0123
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,10,11,12,12,12,12,12,13,13,14,15,5,5,5,11,12,13,13,14,15,16,16,human2_lib1.final_cell_0124
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0125
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0126
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0127
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0128
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0129
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0130
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0131
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0132
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0133
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0134
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0135
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0136
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0137
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0138
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0139
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0140
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0141
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0142
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human2_lib1.final_cell_0143
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0144
2,2,12,13,13,14,15,15,16,16,16,16,16,16,16,17,18,19,20,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,2,2,2,2,2,2,2,2,2,human2_lib1.final_cell_0145
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0146
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0147
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0148
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0149
4,4,4,4,4,4,5,5,5,18,18,19,19,20,20,21,22,23,24,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0150
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0151
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human2_lib1.final_cell_0152
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0153
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0154
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0155
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0156
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0157
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0158
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human2_lib1.final_cell_0159
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0160
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,9,10,10,10,10,11,12,12,12,12,12,13,13,14,15,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0161
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0162
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0163
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0164
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human2_lib1.final_cell_0165
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0166
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,16,17,17,18,19,20,21,22,9,9,9,9,10,11,11,12,13,14,14,human2_lib1.final_cell_0167
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0168
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0169
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0170
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human2_lib1.final_cell_0171
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0172
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0173
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0174
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0175
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0176
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0177
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0178
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0179
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0180
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0181
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0182
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0183
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0184
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human2_lib1.final_cell_0185
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0186
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0187
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human2_lib1.final_cell_0188
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human2_lib1.final_cell_0189
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0190
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0191
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0192
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0193
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0194
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0195
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0196
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human2_lib1.final_cell_0197
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0198
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0199
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0200
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0201
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human2_lib1.final_cell_0202
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0203
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0204
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human2_lib1.final_cell_0205
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0206
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human2_lib1.final_cell_0207
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0208
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0209
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,11,12,12,12,12,12,13,13,14,15,5,5,5,11,12,13,13,14,15,16,16,human2_lib1.final_cell_0210
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human2_lib1.final_cell_0211
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0212
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,12,13,14,15,16,17,18,19,20,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,human2_lib1.final_cell_0213
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0214
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0215
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human2_lib1.final_cell_0216
5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,human2_lib1.final_cell_0217
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,7,7,7,7,8,9,9,9,9,10,10,human2_lib1.final_cell_0218
2,2,2,2,14,15,16,16,17,17,17,18,18,19,19,20,21,22,23,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,2,2,10,10,11,12,12,13,14,15,15,human2_lib1.final_cell_0219
8,8,8,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,6,6,6,6,6,7,16,17,18,19,20,human2_lib1.final_cell_0220
