sc3.sc3_10,sc3.sc3_11,sc3.sc3_12,sc3.sc3_13,sc3.sc3_14,sc3.sc3_15,sc3.sc3_16,sc3.sc3_17,sc3.sc3_18,sc3.sc3_19,sc3.sc3_20,sc3.sc3_21,sc3.sc3_22,sc3.sc3_23,sc3.sc3_24,sc3.sc3_25,sc3.sc3_26,sc3.sc3_27,sc3.sc3_28,sc3.sc3_29,sc3.sc3_30,sc3.sc3_31,Monocle.Monocle_10,Monocle.Monocle_11,Monocle.Monocle_12,Monocle.Monocle_13,Monocle.Monocle_14,Monocle.Monocle_15,Monocle.Monocle_16,Monocle.Monocle_17,Monocle.Monocle_18,Monocle.Monocle_19,Monocle.Monocle_20,Monocle.Monocle_21,Monocle.Monocle_22,Monocle.Monocle_23,Monocle.Monocle_24,Monocle.Monocle_25,Monocle.Monocle_26,Monocle.Monocle_27,Monocle.Monocle_28,Monocle.Monocle_29,Monocle.Monocle_30,Monocle.Monocle_31,Monocle.Monocle_32,Monocle.Monocle_33,Monocle.Monocle_34,Monocle.Monocle_35,Monocle.Monocle_36,Monocle.Monocle_37,Monocle.Monocle_38,Monocle.Monocle_39,Monocle.Monocle_40,Monocle.Monocle_41,Seurat.Seurat_10,Seurat.Seurat_11,Seurat.Seurat_12,Seurat.Seurat_13,Seurat.Seurat_14,Seurat.Seurat_15,Seurat.Seurat_16,Seurat.Seurat_17,Seurat.Seurat_18,Seurat.Seurat_19,Seurat.Seurat_20,Seurat.Seurat_21,Seurat.Seurat_22,Seurat.Seurat_23,Seurat.Seurat_24,Seurat.Seurat_25,cells
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N12
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N13
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_N14
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N15
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_N16
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N17
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_N18
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N19
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N2
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_N20
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_N21
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N22
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_N23
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N24
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_N3
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_N4
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N5
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N6
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N7
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N8
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_N9
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O1
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O10
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_O11
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1504101T2D_O12
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O13
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O15
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O16
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1504101T2D_O17
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O18
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O19
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O2
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O20
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O21
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O22
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_O23
1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,8,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,12,12,12,12,13,13,14,14,14,14,14,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1504101T2D_O24
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O3
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_O4
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O5
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_O6
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O7
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_O8
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1504101T2D_O9
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1504101T2D_P1
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P10
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P11
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_P12
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P14
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P15
6,7,7,7,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,11,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P16
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P17
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P18
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P19
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P2
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P20
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P21
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P22
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P23
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_P24
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1504101T2D_P3
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P6
7,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,12,5,10,10,11,12,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,18,19,19,20,20,21,22,22,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1504101T2D_P7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1504101T2D_P8
2,2,9,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,13,13,2,2,2,2,8,9,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,16,16,16,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1504101T2D_P9
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504901_A10
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A11
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A12
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A13
4,4,4,4,4,13,13,14,15,16,16,17,17,18,19,19,19,20,21,21,21,22,8,8,8,8,9,10,11,11,11,11,12,16,16,16,16,17,17,18,18,19,19,20,20,20,20,21,21,22,22,23,24,24,3,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,HP1504901_A14
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A15
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,10,11,12,13,13,13,13,14,14,14,14,14,15,15,15,15,16,16,17,17,17,17,18,18,19,19,20,21,21,4,5,6,6,7,7,7,7,7,7,7,7,7,7,8,8,HP1504901_A16
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A17
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A18
4,4,4,4,4,13,13,14,15,16,16,17,17,18,19,19,19,20,21,21,21,22,8,8,8,8,9,10,11,11,11,11,12,16,16,16,16,17,17,18,18,19,19,20,20,20,20,21,21,22,22,23,24,24,3,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,HP1504901_A19
4,4,4,4,4,13,13,14,15,16,16,17,17,18,19,19,19,20,21,21,21,22,8,8,8,8,9,10,11,11,11,11,12,16,16,16,16,17,17,18,18,19,19,20,20,20,20,21,21,22,22,23,24,24,3,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,HP1504901_A2
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A20
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504901_A21
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1504901_A22
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,10,11,12,13,14,14,15,15,16,17,17,18,18,HP1504901_A23
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,17,17,18,18,19,19,19,19,20,20,21,21,22,23,23,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A24
5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,10,11,12,13,13,13,13,14,14,14,14,14,15,15,15,15,16,16,17,17,17,17,18,18,19,19,20,21,21,4,5,6,6,7,7,7,7,7,7,7,7,7,7,8,8,HP1504901_A3
6,7,7,7,8,8,8,13,14,15,15,16,16,17,18,18,18,19,20,20,20,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1504901_A4
