sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_H11
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_H12
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_H14
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_H16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_H17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_H18
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_H19
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_H2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_H22
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_H4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_H5
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_H6
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_I10
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_I12
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_I13
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_I17
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_I18
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_I19
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_I2
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_I21
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504901_I22
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,1,1,1,1,5,10,11,12,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_I23
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_I24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_I3
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_I7
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_I8
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,11,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_J15
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J17
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_J18
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J20
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J22
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J23
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_J24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_J3
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_J4
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_J5
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_J7
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_J8
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_J9
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_K1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_K12
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_K14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_K19
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_K20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_K22
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1504901_K23
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_K5
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_K6
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_L1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_L13
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_L14
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_L16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_L17
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_L18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_L20
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_L21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_L22
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_L24
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_L3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_L8
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_L9
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_M11
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_M12
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_M18
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_M19
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_M20
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_M21
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_M24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_M3
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_M4
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_N13
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_N15
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N16
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1504901_N17
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1504901_N18
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N19
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N2
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_N21
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N22
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_N23
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_N24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_N7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_N8
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_N9
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_O1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_O10
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_O11
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_O14
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_O16
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_O17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_O18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_O20
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_O21
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_O24
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_O4
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_O5
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_O6
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_O7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_O8
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_O9
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_P10
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_P11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_P14
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_P15
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_P18
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_P20
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_P21
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_P3
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_P7
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_P9
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_A12
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1506401_A14
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,16,16,16,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1506401_A15
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,16,16,16,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1506401_A17
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_A18
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_A20
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,17,17,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,17,18,HP1506401_A21
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,16,16,16,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1506401_A24
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_A4
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,17,17,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,17,18,HP1506401_A5
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1506401_A6
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1506401_A7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1506401_A9
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1506401_B1
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,16,16,16,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1506401_B11
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1506401_B14
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1506401_B15
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1506401_B16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_B17
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1506401_B20
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1506401_B22
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_B23
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1506401_B24
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1506401_B3
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1506401_B4
