cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage1-Initial,garbage2-Initial,sc3-33,Monocle-33,Seurat-33,garbage1-33,garbage2-33,sc3-66,Monocle-66,Seurat-66,garbage1-66,garbage2-66,sc3-90,Monocle-90,Seurat-90,garbage1-90,garbage2-90,sc3-Final,Monocle-Final,Seurat-Final,garbage1-Final,garbage2-Final
human2_lib1.final_cell_0257,17,22,9,9,28,17,22,9,9,28,17,22,9,9,28,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0258,1,14,4,9,20,1,14,4,9,20,1,7,4,9,20,1,7,4,1,20,1,7,4,1,20
human2_lib1.final_cell_0259,13,23,13,12,17,13,23,13,12,17,13,23,13,12,17,13,23,13,12,17,13,23,13,12,17
human2_lib1.final_cell_0260,13,20,13,1,5,13,20,13,1,5,13,20,13,1,5,13,20,13,1,2,13,20,13,1,2
human2_lib1.final_cell_0261,17,22,9,18,11,17,22,9,18,11,17,22,9,18,11,17,22,9,1,11,17,22,9,1,11
human2_lib1.final_cell_0262,13,23,13,19,12,13,23,13,19,12,13,23,13,19,12,13,23,13,19,12,13,23,13,19,12
human2_lib1.final_cell_0263,17,22,9,16,20,17,22,9,16,20,17,22,9,16,20,17,22,9,16,20,17,22,9,16,20
human2_lib1.final_cell_0264,1,7,4,24,4,1,7,4,24,4,1,7,4,24,4,1,7,4,1,4,1,7,4,1,4
human2_lib1.final_cell_0265,1,14,4,6,3,1,14,4,6,3,1,7,4,6,3,1,7,4,6,2,1,7,4,6,2
human2_lib1.final_cell_0266,23,9,8,25,21,23,9,8,25,21,23,9,8,25,21,23,3,8,1,21,23,3,8,1,21
human2_lib1.final_cell_0267,26,4,5,8,17,26,4,5,8,17,26,4,5,8,17,26,4,5,1,17,26,4,5,1,17
human2_lib1.final_cell_0268,1,14,4,17,17,1,14,4,17,17,1,7,4,17,17,1,7,4,17,17,1,7,4,17,17
human2_lib1.final_cell_0269,23,9,8,7,20,23,9,8,7,20,23,9,8,7,20,23,3,8,7,20,23,3,8,7,20
human2_lib1.final_cell_0270,13,2,13,2,19,13,2,13,2,19,13,2,13,2,19,13,2,13,2,19,13,2,13,2,19
human2_lib1.final_cell_0271,1,14,4,23,16,1,14,4,23,16,1,7,4,23,16,1,7,4,23,16,1,7,4,23,16
human2_lib1.final_cell_0272,26,4,5,6,27,26,4,5,6,27,26,4,5,6,27,26,4,5,6,2,26,4,5,6,2
human2_lib1.final_cell_0273,13,23,10,23,11,13,23,10,23,11,13,23,10,23,11,13,23,10,23,11,13,23,10,23,11
human2_lib1.final_cell_0274,12,20,13,9,18,12,20,13,9,18,12,20,13,9,18,12,20,13,1,18,12,20,13,1,18
human2_lib1.final_cell_0275,26,4,5,7,5,26,4,5,7,5,26,4,5,7,5,26,4,5,7,2,26,4,5,7,2
human2_lib1.final_cell_0276,17,22,9,12,11,17,22,9,12,11,17,22,9,12,11,17,22,9,12,11,17,22,9,12,11
human2_lib1.final_cell_0277,1,14,4,1,14,1,14,4,1,14,1,7,4,1,14,1,7,4,1,14,1,7,4,1,14
human2_lib1.final_cell_0278,26,4,5,7,28,26,4,5,7,28,26,4,5,7,28,26,4,5,7,2,26,4,5,7,2
human2_lib1.final_cell_0279,1,14,4,26,4,1,14,4,26,4,1,7,4,26,4,1,7,4,1,4,1,7,4,1,4
human2_lib1.final_cell_0280,13,2,13,20,19,13,2,13,20,19,13,2,13,20,19,13,2,13,20,19,13,2,13,20,19
human2_lib1.final_cell_0281,17,22,9,13,13,17,22,9,13,13,17,22,9,13,13,17,22,9,13,2,17,22,9,13,2
human2_lib1.final_cell_0282,13,23,13,18,23,13,23,13,18,23,13,23,13,18,23,13,23,13,1,2,13,23,13,1,2
human2_lib1.final_cell_0283,25,3,15,6,2,25,3,15,6,2,25,3,15,6,2,23,3,8,6,2,23,3,8,6,2
human2_lib1.final_cell_0284,25,22,11,7,26,25,22,11,7,26,25,22,11,7,26,23,22,11,7,2,23,22,11,7,2
human2_lib1.final_cell_0285,13,21,13,19,9,13,21,13,19,9,13,21,13,19,9,13,16,13,19,2,13,16,13,19,2
human2_lib1.final_cell_0286,1,7,4,2,27,1,7,4,2,27,1,7,4,2,27,1,7,4,2,2,1,7,4,2,2
human2_lib1.final_cell_0287,23,9,8,14,13,23,9,8,14,13,23,9,8,14,13,23,3,8,1,2,23,3,8,1,2
human2_lib1.final_cell_0288,12,23,6,11,25,12,23,6,11,25,12,23,6,11,25,12,23,6,11,2,12,23,6,11,2
human2_lib1.final_cell_0289,1,14,4,7,14,1,14,4,7,14,1,7,4,7,14,1,7,4,7,14,1,7,4,7,14
human2_lib1.final_cell_0290,12,23,13,4,20,12,23,13,4,20,12,23,13,4,20,12,23,13,4,20,12,23,13,4,20
human2_lib1.final_cell_0291,13,23,13,23,2,13,23,13,23,2,13,23,13,23,2,13,23,13,23,2,13,23,13,23,2
human2_lib1.final_cell_0292,1,7,4,6,17,1,7,4,6,17,1,7,4,6,17,1,7,4,6,17,1,7,4,6,17
human2_lib1.final_cell_0293,13,20,13,9,17,13,20,13,9,17,13,20,13,9,17,13,20,13,1,17,13,20,13,1,17
human2_lib1.final_cell_0294,1,14,4,22,23,1,14,4,22,23,1,7,4,22,23,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0295,18,24,16,2,20,18,24,16,2,20,18,24,16,2,20,18,24,16,2,20,18,24,16,2,20
human2_lib1.final_cell_0296,22,6,18,13,21,22,6,18,13,21,22,6,18,13,21,22,6,18,13,21,22,6,18,13,21
human2_lib1.final_cell_0297,17,22,9,19,9,17,22,9,19,9,17,22,9,19,9,17,22,9,19,2,17,22,9,19,2
human2_lib1.final_cell_0298,13,23,13,1,20,13,23,13,1,20,13,23,13,1,20,13,23,13,1,20,13,23,13,1,20
human2_lib1.final_cell_0299,1,14,4,28,27,1,14,4,28,27,1,7,4,28,27,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0300,1,14,4,4,18,1,14,4,4,18,1,7,4,4,18,1,7,4,4,18,1,7,4,4,18
human2_lib1.final_cell_0301,1,7,4,13,11,1,7,4,13,11,1,7,4,13,11,1,7,4,13,11,1,7,4,13,11
human2_lib1.final_cell_0302,1,7,4,15,19,1,7,4,15,19,1,7,4,15,19,1,7,4,1,19,1,7,4,1,19
human2_lib1.final_cell_0303,17,22,9,9,8,17,22,9,9,8,17,22,9,9,8,17,22,9,1,8,17,22,9,1,8
human2_lib1.final_cell_0304,13,23,13,14,10,13,23,13,14,10,13,23,13,14,10,13,23,13,1,10,13,23,13,1,10
human2_lib1.final_cell_0305,1,7,4,10,3,1,7,4,10,3,1,7,4,10,3,1,7,4,10,2,1,7,4,10,2
human2_lib1.final_cell_0306,1,14,4,3,12,1,14,4,3,12,1,7,4,3,12,1,7,4,3,12,1,7,4,3,12
human2_lib1.final_cell_0307,17,22,9,19,16,17,22,9,19,16,17,22,9,19,16,17,22,9,19,16,17,22,9,19,16
human2_lib1.final_cell_0308,1,14,4,6,17,1,14,4,6,17,1,7,4,6,17,1,7,4,6,17,1,7,4,6,17
human2_lib1.final_cell_0309,17,22,9,24,16,17,22,9,24,16,17,22,9,24,16,17,22,9,1,16,17,22,9,1,16
human2_lib1.final_cell_0310,1,7,4,20,16,1,7,4,20,16,1,7,4,20,16,1,7,4,20,16,1,7,4,20,16
human2_lib1.final_cell_0311,1,14,4,7,5,1,14,4,7,5,1,7,4,7,5,1,7,4,7,2,1,7,4,7,2
human2_lib1.final_cell_0312,18,24,16,1,19,18,24,16,1,19,18,24,16,1,19,18,24,16,1,19,18,24,16,1,19
human2_lib1.final_cell_0313,24,11,14,17,21,24,11,14,17,21,24,11,14,17,21,24,11,14,17,21,24,11,14,17,21
human2_lib1.final_cell_0314,17,22,9,14,7,17,22,9,14,7,17,22,9,14,7,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0315,1,7,4,9,28,1,7,4,9,28,1,7,4,9,28,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0316,1,14,4,28,6,1,14,4,28,6,1,7,4,28,6,1,7,4,1,6,1,7,4,1,6
human2_lib1.final_cell_0317,24,11,14,7,27,24,11,14,7,27,24,11,14,7,27,24,11,14,7,2,24,11,14,7,2
human2_lib1.final_cell_0318,13,23,13,10,11,13,23,13,10,11,13,23,13,10,11,13,23,13,10,11,13,23,13,10,11
human2_lib1.final_cell_0319,17,22,9,7,19,17,22,9,7,19,17,22,9,7,19,17,22,9,7,19,17,22,9,7,19
human2_lib1.final_cell_0320,1,14,4,20,22,1,14,4,20,22,1,7,4,20,22,1,7,4,20,2,1,7,4,20,2
human2_lib1.final_cell_0321,17,22,9,9,10,17,22,9,9,10,17,22,9,9,10,17,22,9,1,10,17,22,9,1,10
human2_lib1.final_cell_0322,1,14,4,2,28,1,14,4,2,28,1,7,4,2,28,1,7,4,2,2,1,7,4,2,2
human2_lib1.final_cell_0323,17,22,9,19,26,17,22,9,19,26,17,22,9,19,26,17,22,9,19,2,17,22,9,19,2
human2_lib1.final_cell_0324,13,23,13,16,27,13,23,13,16,27,13,23,13,16,27,13,23,13,16,2,13,23,13,16,2
human2_lib1.final_cell_0325,13,23,13,1,14,13,23,13,1,14,13,23,13,1,14,13,23,13,1,14,13,23,13,1,14
human2_lib1.final_cell_0326,13,2,13,9,20,13,2,13,9,20,13,2,13,9,20,13,2,13,1,20,13,2,13,1,20
human2_lib1.final_cell_0327,17,22,9,16,10,17,22,9,16,10,17,22,9,16,10,17,22,9,16,10,17,22,9,16,10
human2_lib1.final_cell_0328,17,22,9,10,11,17,22,9,10,11,17,22,9,10,11,17,22,9,10,11,17,22,9,10,11
human2_lib1.final_cell_0329,1,7,4,24,6,1,7,4,24,6,1,7,4,24,6,1,7,4,1,6,1,7,4,1,6
human2_lib1.final_cell_0330,20,4,5,17,20,20,4,5,17,20,20,4,5,17,20,20,4,5,17,20,20,4,5,17,20
human2_lib1.final_cell_0331,1,14,4,15,7,1,14,4,15,7,1,7,4,15,7,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0332,13,23,13,1,26,13,23,13,1,26,13,23,13,1,26,13,23,13,1,2,13,23,13,1,2
human2_lib1.final_cell_0333,13,21,13,2,7,13,21,13,2,7,13,21,13,2,7,13,16,13,2,2,13,16,13,2,2
human2_lib1.final_cell_0334,25,3,15,24,11,25,3,15,24,11,25,3,15,24,11,23,3,8,1,11,23,3,8,1,11
human2_lib1.final_cell_0335,1,7,4,11,18,1,7,4,11,18,1,7,4,11,18,1,7,4,11,18,1,7,4,11,18
human2_lib1.final_cell_0336,1,7,4,20,3,1,7,4,20,3,1,7,4,20,3,1,7,4,20,2,1,7,4,20,2
human2_lib1.final_cell_0337,1,14,4,7,26,1,14,4,7,26,1,7,4,7,26,1,7,4,7,2,1,7,4,7,2
human2_lib1.final_cell_0338,1,14,4,2,24,1,14,4,2,24,1,7,4,2,24,1,7,4,2,2,1,7,4,2,2
human2_lib1.final_cell_0339,1,7,4,20,28,1,7,4,20,28,1,7,4,20,28,1,7,4,20,2,1,7,4,20,2
human2_lib1.final_cell_0340,1,14,4,16,2,1,14,4,16,2,1,7,4,16,2,1,7,4,16,2,1,7,4,16,2
human2_lib1.final_cell_0341,17,22,9,2,19,17,22,9,2,19,17,22,9,2,19,17,22,9,2,19,17,22,9,2,19
human2_lib1.final_cell_0342,1,14,4,15,24,1,14,4,15,24,1,7,4,15,24,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0343,1,14,4,24,6,1,14,4,24,6,1,7,4,24,6,1,7,4,1,6,1,7,4,1,6
human2_lib1.final_cell_0344,17,22,9,17,23,17,22,9,17,23,17,22,9,17,23,17,22,9,17,2,17,22,9,17,2
human2_lib1.final_cell_0345,1,7,4,4,1,1,7,4,4,1,1,7,4,4,1,1,7,4,4,1,1,7,4,4,1
human2_lib1.final_cell_0346,22,8,9,8,25,22,8,9,8,25,22,8,9,8,25,22,8,9,1,2,22,8,9,1,2
human2_lib1.final_cell_0347,17,22,9,15,22,17,22,9,15,22,17,22,9,15,22,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0348,22,8,9,7,26,22,8,9,7,26,22,8,9,7,26,22,8,9,7,2,22,8,9,7,2
human2_lib1.final_cell_0349,1,7,4,3,16,1,7,4,3,16,1,7,4,3,16,1,7,4,3,16,1,7,4,3,16
human2_lib1.final_cell_0350,23,9,8,15,25,23,9,8,15,25,23,9,8,15,25,23,3,8,1,2,23,3,8,1,2
human2_lib1.final_cell_0351,17,22,9,27,26,17,22,9,27,26,17,22,9,27,26,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0352,1,7,7,19,12,1,7,7,19,12,1,7,4,19,12,1,7,4,19,12,1,7,4,19,12
human2_lib1.final_cell_0353,1,7,4,14,3,1,7,4,14,3,1,7,4,14,3,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0354,13,23,13,2,1,13,23,13,2,1,13,23,13,2,1,13,23,13,2,1,13,23,13,2,1
human2_lib1.final_cell_0355,26,4,5,4,20,26,4,5,4,20,26,4,5,4,20,26,4,5,4,20,26,4,5,4,20
human2_lib1.final_cell_0356,1,7,4,25,9,1,7,4,25,9,1,7,4,25,9,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0357,1,18,4,14,27,1,12,4,14,27,1,12,4,14,27,1,12,4,1,2,1,12,4,1,2
human2_lib1.final_cell_0358,17,22,9,1,22,17,22,9,1,22,17,22,9,1,22,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0359,1,7,4,21,17,1,7,4,21,17,1,7,4,21,17,1,7,4,1,17,1,7,4,1,17
human2_lib1.final_cell_0360,1,18,4,16,20,1,12,4,16,20,1,12,4,16,20,1,12,4,16,20,1,12,4,16,20
human2_lib1.final_cell_0361,18,24,16,25,23,18,24,16,25,23,18,24,16,25,23,18,24,16,1,2,18,24,16,1,2
human2_lib1.final_cell_0362,17,22,9,14,24,17,22,9,14,24,17,22,9,14,24,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0363,1,14,4,20,25,1,14,4,20,25,1,7,4,20,25,1,7,4,20,2,1,7,4,20,2
human2_lib1.final_cell_0364,26,4,5,28,19,26,4,5,28,19,26,4,5,28,19,26,4,5,1,19,26,4,5,1,19
human2_lib1.final_cell_0365,25,3,15,23,21,25,3,15,23,21,25,3,15,23,21,23,3,8,23,21,23,3,8,23,21
human2_lib1.final_cell_0366,13,23,13,15,13,13,23,13,15,13,13,23,13,15,13,13,23,13,1,2,13,23,13,1,2
human2_lib1.final_cell_0367,1,14,4,23,23,1,14,4,23,23,1,7,4,23,23,1,7,4,23,2,1,7,4,23,2
human2_lib1.final_cell_0368,13,23,13,11,26,13,23,13,11,26,13,23,13,11,26,13,23,13,11,2,13,23,13,11,2
human2_lib1.final_cell_0369,1,14,4,26,18,1,14,4,26,18,1,7,4,26,18,1,7,4,1,18,1,7,4,1,18
human2_lib1.final_cell_0370,1,14,4,26,7,1,14,4,26,7,1,7,4,26,7,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0371,1,7,4,27,16,1,7,4,27,16,1,7,4,27,16,1,7,4,1,16,1,7,4,1,16
human2_lib1.final_cell_0372,18,6,18,26,19,18,6,18,26,19,18,6,18,26,19,18,6,18,1,19,18,6,18,1,19
human2_lib1.final_cell_0373,17,22,9,13,24,17,22,9,13,24,17,22,9,13,24,17,22,9,13,2,17,22,9,13,2
human2_lib1.final_cell_0374,3,7,1,25,7,3,7,1,25,7,3,7,1,25,7,1,7,1,1,2,1,7,1,1,2
human2_lib1.final_cell_0375,1,14,4,14,8,1,14,4,14,8,1,7,4,14,8,1,7,4,1,8,1,7,4,1,8
human2_lib1.final_cell_0376,18,24,16,13,28,18,24,16,13,28,18,24,16,13,28,18,24,16,13,2,18,24,16,13,2
human2_lib1.final_cell_0377,1,14,4,1,28,1,14,4,1,28,1,7,4,1,28,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0378,25,10,8,14,15,25,10,8,14,15,25,10,8,14,15,23,3,8,1,2,23,3,8,1,2
human2_lib1.final_cell_0379,12,19,13,11,21,12,19,13,11,21,12,19,13,11,21,12,19,13,11,21,12,19,13,11,21
human2_lib1.final_cell_0380,24,11,14,18,17,24,11,14,18,17,24,11,14,18,17,24,11,14,1,17,24,11,14,1,17
human2_lib1.final_cell_0381,24,11,14,12,26,24,11,14,12,26,24,11,14,12,26,24,11,14,12,2,24,11,14,12,2
human2_lib1.final_cell_0382,13,23,13,7,8,13,23,13,7,8,13,23,13,7,8,13,23,13,7,8,13,23,13,7,8
human2_lib1.final_cell_0383,1,7,4,25,23,1,7,4,25,23,1,7,4,25,23,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0384,1,14,4,25,11,1,14,4,25,11,1,7,4,25,11,1,7,4,1,11,1,7,4,1,11
human2_lib1.final_cell_0385,1,14,4,21,9,1,14,4,21,9,1,7,4,21,9,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0386,1,14,4,22,14,1,14,4,22,14,1,7,4,22,14,1,7,4,1,14,1,7,4,1,14
human2_lib1.final_cell_0387,1,14,4,24,28,1,14,4,24,28,1,7,4,24,28,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0388,13,23,13,10,21,13,23,13,10,21,13,23,13,10,21,13,23,13,10,21,13,23,13,10,21
human2_lib1.final_cell_0389,1,7,4,2,28,1,7,4,2,28,1,7,4,2,28,1,7,4,2,2,1,7,4,2,2
human2_lib1.final_cell_0390,13,23,13,21,1,13,23,13,21,1,13,23,13,21,1,13,23,13,1,1,13,23,13,1,1
human2_lib1.final_cell_0391,17,22,9,19,25,17,22,9,19,25,17,22,9,19,25,17,22,9,19,2,17,22,9,19,2
human2_lib1.final_cell_0392,18,24,16,6,15,18,24,16,6,15,18,24,16,6,15,18,24,16,6,2,18,24,16,6,2
human2_lib1.final_cell_0393,13,2,3,18,13,13,2,3,18,13,13,2,3,18,13,13,2,3,1,2,13,2,3,1,2
human2_lib1.final_cell_0394,23,9,8,9,17,23,9,8,9,17,23,9,8,9,17,23,3,8,1,17,23,3,8,1,17
human2_lib1.final_cell_0395,17,22,9,1,14,17,22,9,1,14,17,22,9,1,14,17,22,9,1,14,17,22,9,1,14
human2_lib1.final_cell_0396,17,22,9,21,20,17,22,9,21,20,17,22,9,21,20,17,22,9,1,20,17,22,9,1,20
human2_lib1.final_cell_0397,1,14,4,4,21,1,14,4,4,21,1,7,4,4,21,1,7,4,4,21,1,7,4,4,21
human2_lib1.final_cell_0398,18,24,16,28,8,18,24,16,28,8,18,24,16,28,8,18,24,16,1,8,18,24,16,1,8
human2_lib1.final_cell_0399,18,24,16,9,25,18,24,16,9,25,18,24,16,9,25,18,24,16,1,2,18,24,16,1,2
human2_lib1.final_cell_0400,1,14,4,10,16,1,14,4,10,16,1,7,4,10,16,1,7,4,10,16,1,7,4,10,16
human2_lib1.final_cell_0401,26,4,5,10,1,26,4,5,10,1,26,4,5,10,1,26,4,5,10,1,26,4,5,10,1
human2_lib1.final_cell_0402,1,7,4,24,24,1,7,4,24,24,1,7,4,24,24,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0403,24,8,14,15,7,24,8,14,15,7,24,8,14,15,7,24,8,14,1,2,24,8,14,1,2
human2_lib1.final_cell_0404,1,7,4,27,8,1,7,4,27,8,1,7,4,27,8,1,7,4,1,8,1,7,4,1,8
human2_lib1.final_cell_0405,13,24,10,5,7,13,24,10,5,7,13,24,10,5,7,13,24,10,1,2,13,24,10,1,2
human2_lib1.final_cell_0406,23,9,8,28,23,23,9,8,28,23,23,9,8,28,23,23,3,8,1,2,23,3,8,1,2
human2_lib1.final_cell_0407,18,24,16,1,20,18,24,16,1,20,18,24,16,1,20,18,24,16,1,20,18,24,16,1,20
human2_lib1.final_cell_0408,1,14,4,11,19,1,14,4,11,19,1,7,4,11,19,1,7,4,11,19,1,7,4,11,19
human2_lib1.final_cell_0409,1,7,1,27,25,1,7,1,27,25,1,7,1,27,25,1,7,1,1,2,1,7,1,1,2
human2_lib1.final_cell_0410,5,9,8,19,28,5,9,8,19,28,5,9,8,19,28,5,3,8,19,2,5,3,8,19,2
human2_lib1.final_cell_0411,24,11,14,10,18,24,11,14,10,18,24,11,14,10,18,24,11,14,10,18,24,11,14,10,18
human2_lib1.final_cell_0412,1,14,4,24,7,1,14,4,24,7,1,7,4,24,7,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0413,1,7,1,20,12,1,7,1,20,12,1,7,1,20,12,1,7,1,20,12,1,7,1,20,12
human2_lib1.final_cell_0414,18,24,16,18,22,18,24,16,18,22,18,24,16,18,22,18,24,16,1,2,18,24,16,1,2
human2_lib1.final_cell_0415,1,7,1,22,16,1,7,1,22,16,1,7,1,22,16,1,7,1,1,16,1,7,1,1,16
human2_lib1.final_cell_0416,1,18,4,15,10,1,12,4,15,10,1,12,4,15,10,1,12,4,1,10,1,12,4,1,10
human2_lib1.final_cell_0417,1,14,4,24,2,1,14,4,24,2,1,7,4,24,2,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0418,25,6,18,23,10,25,6,18,23,10,25,6,18,23,10,23,6,18,23,10,23,6,18,23,10
human2_lib1.final_cell_0419,1,7,4,1,25,1,7,4,1,25,1,7,4,1,25,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0420,1,7,4,1,4,1,7,4,1,4,1,7,4,1,4,1,7,4,1,4,1,7,4,1,4
human2_lib1.final_cell_0421,13,23,13,15,18,13,23,13,15,18,13,23,13,15,18,13,23,13,1,18,13,23,13,1,18
human2_lib1.final_cell_0422,25,5,19,3,7,25,5,19,3,7,25,5,19,3,7,23,3,8,3,2,23,3,8,3,2
human2_lib1.final_cell_0423,17,22,9,17,12,17,22,9,17,12,17,22,9,17,12,17,22,9,17,12,17,22,9,17,12
human2_lib1.final_cell_0424,1,14,4,20,16,1,14,4,20,16,1,7,4,20,16,1,7,4,20,16,1,7,4,20,16
human2_lib1.final_cell_0425,1,14,4,13,25,1,14,4,13,25,1,7,4,13,25,1,7,4,13,2,1,7,4,13,2
human2_lib1.final_cell_0426,17,22,9,20,9,17,22,9,20,9,17,22,9,20,9,17,22,9,20,2,17,22,9,20,2
human2_lib1.final_cell_0427,1,14,4,10,18,1,14,4,10,18,1,7,4,10,18,1,7,4,10,18,1,7,4,10,18
human2_lib1.final_cell_0428,1,14,4,17,1,1,14,4,17,1,1,7,4,17,1,1,7,4,17,1,1,7,4,17,1
human2_lib1.final_cell_0429,1,14,4,25,12,1,14,4,25,12,1,7,4,25,12,1,7,4,1,12,1,7,4,1,12
human2_lib1.final_cell_0430,13,23,13,25,20,13,23,13,25,20,13,23,13,25,20,13,23,13,1,20,13,23,13,1,20
human2_lib1.final_cell_0431,17,22,9,2,23,17,22,9,2,23,17,22,9,2,23,17,22,9,2,2,17,22,9,2,2
human2_lib1.final_cell_0432,18,24,16,16,28,18,24,16,16,28,18,24,16,16,28,18,24,16,16,2,18,24,16,16,2
human2_lib1.final_cell_0433,26,4,5,3,21,26,4,5,3,21,26,4,5,3,21,26,4,5,3,21,26,4,5,3,21
human2_lib1.final_cell_0434,17,22,9,22,17,17,22,9,22,17,17,22,9,22,17,17,22,9,1,17,17,22,9,1,17
human2_lib1.final_cell_0435,25,6,5,18,22,25,6,5,18,22,25,6,5,18,22,23,6,5,1,2,23,6,5,1,2
human2_lib1.final_cell_0436,13,23,13,28,11,13,23,13,28,11,13,23,13,28,11,13,23,13,1,11,13,23,13,1,11
human2_lib1.final_cell_0437,1,14,4,5,2,1,14,4,5,2,1,7,4,5,2,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0438,22,8,9,22,14,22,8,9,22,14,22,8,9,22,14,22,8,9,1,14,22,8,9,1,14
human2_lib1.final_cell_0439,18,4,16,25,3,18,4,16,25,3,18,4,16,25,3,18,4,16,1,2,18,4,16,1,2
human2_lib1.final_cell_0440,1,14,4,6,3,1,14,4,6,3,1,7,4,6,3,1,7,4,6,2,1,7,4,6,2
human2_lib1.final_cell_0441,1,14,4,20,22,1,14,4,20,22,1,7,4,20,22,1,7,4,20,2,1,7,4,20,2
human2_lib1.final_cell_0442,1,14,4,10,6,1,14,4,10,6,1,7,4,10,6,1,7,4,10,6,1,7,4,10,6
human2_lib1.final_cell_0443,18,24,16,25,10,18,24,16,25,10,18,24,16,25,10,18,24,16,1,10,18,24,16,1,10
human2_lib1.final_cell_0444,23,9,8,9,3,23,9,8,9,3,23,9,8,9,3,23,3,8,1,2,23,3,8,1,2
human2_lib1.final_cell_0445,25,6,18,17,12,25,6,18,17,12,25,6,18,17,12,23,6,18,17,12,23,6,18,17,12
human2_lib1.final_cell_0446,22,22,9,10,21,22,22,9,10,21,22,22,9,10,21,22,22,9,10,21,22,22,9,10,21
human2_lib1.final_cell_0447,1,18,4,24,15,1,12,4,24,15,1,12,4,24,15,1,12,4,1,2,1,12,4,1,2
human2_lib1.final_cell_0448,1,18,4,28,20,1,12,4,28,20,1,12,4,28,20,1,12,4,1,20,1,12,4,1,20
human2_lib1.final_cell_0449,13,23,13,15,17,13,23,13,15,17,13,23,13,15,17,13,23,13,1,17,13,23,13,1,17
human2_lib1.final_cell_0450,17,22,9,27,5,17,22,9,27,5,17,22,9,27,5,17,22,9,1,2,17,22,9,1,2
human2_lib1.final_cell_0451,1,14,4,21,9,1,14,4,21,9,1,7,4,21,9,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0452,18,24,16,1,14,18,24,16,1,14,18,24,16,1,14,18,24,16,1,14,18,24,16,1,14
human2_lib1.final_cell_0453,26,4,5,5,13,26,4,5,5,13,26,4,5,5,13,26,4,5,1,2,26,4,5,1,2
human2_lib1.final_cell_0454,1,7,4,8,6,1,7,4,8,6,1,7,4,8,6,1,7,4,1,6,1,7,4,1,6
human2_lib1.final_cell_0455,1,7,4,9,9,1,7,4,9,9,1,7,4,9,9,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0456,17,22,9,17,1,17,22,9,17,1,17,22,9,17,1,17,22,9,17,1,17,22,9,17,1
human2_lib1.final_cell_0457,23,9,8,3,14,23,9,8,3,14,23,9,8,3,14,23,3,8,3,14,23,3,8,3,14
human2_lib1.final_cell_0458,1,14,4,4,24,1,14,4,4,24,1,7,4,4,24,1,7,4,4,2,1,7,4,4,2
human2_lib1.final_cell_0459,1,14,4,16,19,1,14,4,16,19,1,7,4,16,19,1,7,4,16,19,1,7,4,16,19
human2_lib1.final_cell_0460,1,7,4,26,26,1,7,4,26,26,1,7,4,26,26,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0461,18,6,13,23,19,18,6,13,23,19,18,6,13,23,19,18,6,13,23,19,18,6,13,23,19
human2_lib1.final_cell_0462,1,14,4,12,25,1,14,4,12,25,1,7,4,12,25,1,7,4,12,2,1,7,4,12,2
human2_lib1.final_cell_0463,13,23,6,4,8,13,23,6,4,8,13,23,6,4,8,13,23,6,4,8,13,23,6,4,8
human2_lib1.final_cell_0464,1,14,4,5,5,1,14,4,5,5,1,7,4,5,5,1,7,4,1,2,1,7,4,1,2
human2_lib1.final_cell_0465,1,14,4,6,19,1,14,4,6,19,1,7,4,6,19,1,7,4,6,19,1,7,4,6,19
human2_lib1.final_cell_0466,19,19,12,20,25,19,19,12,20,25,19,19,12,20,25,5,19,12,20,2,5,19,12,20,2
human2_lib1.final_cell_0467,17,22,9,19,6,17,22,9,19,6,17,22,9,19,6,17,22,9,19,6,17,22,9,19,6
human2_lib1.final_cell_0468,22,9,8,25,9,22,9,8,25,9,22,9,8,25,9,22,3,8,1,2,22,3,8,1,2
