cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage-Initial,sc3-33,Monocle-33,Seurat-33,garbage-33,sc3-66,Monocle-66,Seurat-66,garbage-66,sc3-90,Monocle-90,Seurat-90,garbage-90,sc3-Final,Monocle-Final,Seurat-Final,garbage-Final
human2_lib2.final_cell_0090,18,24,16,11,18,24,16,11,18,24,16,11,18,24,16,11,18,24,16,11
human2_lib2.final_cell_0091,22,6,18,25,22,6,18,25,22,6,18,25,22,6,18,25,22,6,18,1
human2_lib2.final_cell_0092,1,14,4,15,1,14,4,15,1,7,4,15,1,7,4,15,1,7,4,15
human2_lib2.final_cell_0093,24,11,14,28,24,11,14,28,24,11,14,28,24,11,14,28,24,11,14,28
human2_lib2.final_cell_0094,13,23,13,6,13,23,13,6,13,23,13,6,13,23,13,6,13,23,13,6
human2_lib2.final_cell_0095,1,7,4,12,1,7,4,12,1,7,4,12,1,7,4,12,1,7,4,12
human2_lib2.final_cell_0096,1,14,4,12,1,14,4,12,1,7,4,12,1,7,4,12,1,7,4,12
human2_lib2.final_cell_0097,13,2,13,24,13,2,13,24,13,2,13,24,13,2,13,24,13,2,13,1
human2_lib2.final_cell_0098,1,14,4,26,1,14,4,26,1,7,4,26,1,7,4,26,1,7,4,26
human2_lib2.final_cell_0099,1,6,4,26,1,6,4,26,1,6,4,26,1,6,4,26,1,6,4,26
human2_lib2.final_cell_0100,1,14,4,1,1,14,4,1,1,7,4,1,1,7,4,1,1,7,4,1
human2_lib2.final_cell_0101,1,14,4,17,1,14,4,17,1,7,4,17,1,7,4,17,1,7,4,1
human2_lib2.final_cell_0102,23,9,8,26,23,9,8,26,23,9,8,26,23,9,8,26,23,9,8,26
human2_lib2.final_cell_0103,1,7,4,10,1,7,4,10,1,7,4,10,1,7,4,10,1,7,4,10
human2_lib2.final_cell_0104,23,9,8,25,23,9,8,25,23,9,8,25,23,9,8,25,23,9,8,1
human2_lib2.final_cell_0105,13,2,13,6,13,2,13,6,13,2,13,6,13,2,13,6,13,2,13,6
human2_lib2.final_cell_0106,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12
human2_lib2.final_cell_0107,1,14,4,1,1,14,4,1,1,7,4,1,1,7,4,1,1,7,4,1
human2_lib2.final_cell_0108,13,23,13,17,13,23,13,17,13,23,13,17,13,23,13,17,13,23,13,1
human2_lib2.final_cell_0109,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16
human2_lib2.final_cell_0110,24,11,14,26,24,11,14,26,24,11,14,26,24,11,14,26,24,11,14,26
human2_lib2.final_cell_0111,3,6,18,14,3,6,18,14,3,6,18,14,1,6,18,14,1,6,18,1
human2_lib2.final_cell_0112,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21
human2_lib2.final_cell_0113,13,2,13,18,13,2,13,18,13,2,13,18,13,2,13,18,13,2,13,1
human2_lib2.final_cell_0114,1,7,4,3,1,7,4,3,1,7,4,3,1,7,4,3,1,7,4,1
human2_lib2.final_cell_0115,1,14,4,9,1,14,4,9,1,7,4,9,1,7,4,9,1,7,4,9
human2_lib2.final_cell_0116,1,14,4,4,1,14,4,4,1,7,4,4,1,7,4,4,1,7,4,4
human2_lib2.final_cell_0117,13,23,13,14,13,23,13,14,13,23,13,14,13,23,13,14,13,23,13,1
human2_lib2.final_cell_0118,13,23,13,15,13,23,13,15,13,23,13,15,13,23,13,15,13,23,13,15
human2_lib2.final_cell_0119,23,9,8,27,23,9,8,27,23,9,8,27,23,9,8,27,23,9,8,1
human2_lib2.final_cell_0120,25,5,19,7,25,5,19,7,25,5,19,7,25,5,19,7,25,3,15,7
human2_lib2.final_cell_0121,24,11,14,13,24,11,14,13,24,11,14,13,24,11,14,13,24,11,14,1
human2_lib2.final_cell_0122,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28
human2_lib2.final_cell_0123,13,23,13,19,13,23,13,19,13,23,13,19,13,23,13,19,13,23,13,19
human2_lib2.final_cell_0124,1,14,4,7,1,14,4,7,1,7,4,7,1,7,4,7,1,7,4,7
human2_lib2.final_cell_0125,13,23,13,14,13,23,13,14,13,23,13,14,13,23,13,14,13,23,13,1
human2_lib2.final_cell_0126,13,23,13,11,13,23,13,11,13,23,13,11,13,23,13,11,13,23,13,11
human2_lib2.final_cell_0127,24,11,14,8,24,11,14,8,24,11,14,8,24,11,14,8,24,11,14,1
human2_lib2.final_cell_0128,1,14,4,13,1,14,4,13,1,7,4,13,1,7,4,13,1,7,4,1
human2_lib2.final_cell_0129,26,4,5,26,26,4,5,26,26,4,5,26,26,4,5,26,26,4,5,26
human2_lib2.final_cell_0130,14,21,13,11,14,21,13,11,14,21,13,11,14,21,13,11,14,16,13,11
human2_lib2.final_cell_0131,13,23,13,9,13,23,13,9,13,23,13,9,13,23,13,9,13,23,13,9
human2_lib2.final_cell_0132,1,14,4,16,1,14,4,16,1,7,4,16,1,7,4,16,1,7,4,16
human2_lib2.final_cell_0133,13,23,13,19,13,23,13,19,13,23,13,19,13,23,13,19,13,23,13,19
human2_lib2.final_cell_0134,1,14,4,21,1,14,4,21,1,7,4,21,1,7,4,21,1,7,4,21
human2_lib2.final_cell_0135,13,23,13,11,13,23,13,11,13,23,13,11,13,23,13,11,13,23,13,11
human2_lib2.final_cell_0136,17,22,9,27,17,22,9,27,17,22,9,27,17,22,9,27,17,22,9,1
human2_lib2.final_cell_0137,13,23,13,21,13,23,13,21,13,23,13,21,13,23,13,21,13,23,13,21
human2_lib2.final_cell_0138,1,7,4,5,1,7,4,5,1,7,4,5,1,7,4,5,1,7,4,1
human2_lib2.final_cell_0139,1,14,4,18,1,14,4,18,1,7,4,18,1,7,4,18,1,7,4,1
human2_lib2.final_cell_0140,26,4,5,17,26,4,5,17,26,4,5,17,26,4,5,17,26,4,5,1
human2_lib2.final_cell_0141,13,23,13,24,13,23,13,24,13,23,13,24,13,23,13,24,13,23,13,1
human2_lib2.final_cell_0142,13,19,13,13,13,19,13,13,13,19,13,13,13,19,13,13,13,19,13,1
human2_lib2.final_cell_0143,1,7,4,28,1,7,4,28,1,7,4,28,1,7,4,28,1,7,4,28
human2_lib2.final_cell_0144,25,5,19,14,25,5,19,14,25,5,19,14,25,5,19,14,25,3,15,1
human2_lib2.final_cell_0145,23,9,8,19,23,9,8,19,23,9,8,19,23,9,8,19,23,9,8,19
human2_lib2.final_cell_0146,24,11,14,13,24,11,14,13,24,11,14,13,24,11,14,13,24,11,14,1
human2_lib2.final_cell_0147,13,23,13,26,13,23,13,26,13,23,13,26,13,23,13,26,13,23,13,26
human2_lib2.final_cell_0148,1,7,4,2,1,7,4,2,1,7,4,2,1,7,4,2,1,7,4,2
human2_lib2.final_cell_0149,26,4,5,7,26,4,5,7,26,4,5,7,26,4,5,7,26,4,5,7
human2_lib2.final_cell_0150,25,5,19,13,25,5,19,13,25,5,19,13,25,5,19,13,25,3,15,1
human2_lib2.final_cell_0151,26,4,5,13,26,4,5,13,26,4,5,13,26,4,5,13,26,4,5,1
human2_lib2.final_cell_0152,1,14,4,3,1,14,4,3,1,7,4,3,1,7,4,3,1,7,4,1
human2_lib2.final_cell_0153,24,11,14,21,24,11,14,21,24,11,14,21,24,11,14,21,24,11,14,21
human2_lib2.final_cell_0154,24,22,14,13,24,22,14,13,24,22,14,13,24,22,14,13,24,22,14,1
human2_lib2.final_cell_0155,26,4,5,23,26,4,5,23,26,4,5,23,26,4,5,23,26,4,5,23
human2_lib2.final_cell_0156,1,14,4,16,1,14,4,16,1,7,4,16,1,7,4,16,1,7,4,16
human2_lib2.final_cell_0157,24,11,14,25,24,11,14,25,24,11,14,25,24,11,14,25,24,11,14,1
human2_lib2.final_cell_0158,17,22,9,19,17,22,9,19,17,22,9,19,17,22,9,19,17,22,9,19
human2_lib2.final_cell_0159,1,14,4,24,1,14,4,24,1,7,4,24,1,7,4,24,1,7,4,1
human2_lib2.final_cell_0160,13,2,13,11,13,2,13,11,13,2,13,11,13,2,13,11,13,2,13,11
human2_lib2.final_cell_0161,17,22,9,12,17,22,9,12,17,22,9,12,17,22,9,12,17,22,9,12
human2_lib2.final_cell_0162,24,11,14,9,24,11,14,9,24,11,14,9,24,11,14,9,24,11,14,9
human2_lib2.final_cell_0163,1,14,4,12,1,14,4,12,1,7,4,12,1,7,4,12,1,7,4,12
human2_lib2.final_cell_0164,1,14,4,23,1,14,4,23,1,7,4,23,1,7,4,23,1,7,4,23
human2_lib2.final_cell_0165,20,19,12,24,20,19,12,24,20,19,12,24,20,19,12,24,20,19,12,1
human2_lib2.final_cell_0166,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16
human2_lib2.final_cell_0167,1,14,4,23,1,14,4,23,1,7,4,23,1,7,4,23,1,7,4,23
human2_lib2.final_cell_0168,1,14,4,24,1,14,4,24,1,7,4,24,1,7,4,24,1,7,4,1
human2_lib2.final_cell_0169,24,11,14,18,24,11,14,18,24,11,14,18,24,11,14,18,24,11,14,1
human2_lib2.final_cell_0170,25,6,18,13,25,6,18,13,25,6,18,13,25,6,18,13,25,6,18,1
human2_lib2.final_cell_0171,13,23,13,7,13,23,13,7,13,23,13,7,13,23,13,7,13,23,13,7
human2_lib2.final_cell_0172,26,4,5,4,26,4,5,4,26,4,5,4,26,4,5,4,26,4,5,4
human2_lib2.final_cell_0173,1,7,4,9,1,7,4,9,1,7,4,9,1,7,4,9,1,7,4,9
human2_lib2.final_cell_0174,13,23,13,20,13,23,13,20,13,23,13,20,13,23,13,20,13,23,13,20
human2_lib2.final_cell_0175,13,2,13,21,13,2,13,21,13,2,13,21,13,2,13,21,13,2,13,21
human2_lib2.final_cell_0176,1,14,4,12,1,14,4,12,1,7,4,12,1,7,4,12,1,7,4,12
human2_lib2.final_cell_0177,17,22,9,7,17,22,9,7,17,22,9,7,17,22,9,7,17,22,9,7
human2_lib2.final_cell_0178,26,4,5,3,26,4,5,3,26,4,5,3,26,4,5,3,26,4,5,1
human2_lib2.final_cell_0179,1,7,4,9,1,7,4,9,1,7,4,9,1,7,4,9,1,7,4,9
human2_lib2.final_cell_0180,23,9,8,20,23,9,8,20,23,9,8,20,23,9,8,20,23,9,8,20
human2_lib2.final_cell_0181,26,4,5,4,26,4,5,4,26,4,5,4,26,4,5,4,26,4,5,4
human2_lib2.final_cell_0182,13,23,13,27,13,23,13,27,13,23,13,27,13,23,13,27,13,23,13,1
human2_lib2.final_cell_0183,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21
human2_lib2.final_cell_0184,26,4,5,9,26,4,5,9,26,4,5,9,26,4,5,9,26,4,5,9
human2_lib2.final_cell_0185,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21
human2_lib2.final_cell_0186,13,23,13,14,13,23,13,14,13,23,13,14,13,23,13,14,13,23,13,1
human2_lib2.final_cell_0187,17,22,9,27,17,22,9,27,17,22,9,27,17,22,9,27,17,22,9,1
human2_lib2.final_cell_0188,1,14,4,9,1,14,4,9,1,7,4,9,1,7,4,9,1,7,4,9
human2_lib2.final_cell_0189,17,22,9,1,17,22,9,1,17,22,9,1,17,22,9,1,17,22,9,1
human2_lib2.final_cell_0190,1,7,4,20,1,7,4,20,1,7,4,20,1,7,4,20,1,7,4,20
human2_lib2.final_cell_0191,17,22,11,13,17,22,11,13,17,22,11,13,17,22,11,13,17,22,11,1
human2_lib2.final_cell_0192,13,23,13,10,13,23,13,10,13,23,13,10,13,23,13,10,13,23,13,10
human2_lib2.final_cell_0193,17,22,9,19,17,22,9,19,17,22,9,19,17,22,9,19,17,22,9,19
human2_lib2.final_cell_0194,1,7,1,21,1,7,1,21,1,7,1,21,1,7,1,21,1,7,1,21
human2_lib2.final_cell_0195,13,23,13,24,13,23,13,24,13,23,13,24,13,23,13,24,13,23,13,1
human2_lib2.final_cell_0196,13,23,13,1,13,23,13,1,13,23,13,1,13,23,13,1,13,23,13,1
human2_lib2.final_cell_0197,24,11,14,21,24,11,14,21,24,11,14,21,24,11,14,21,24,11,14,21
human2_lib2.final_cell_0198,13,23,6,21,13,23,6,21,13,23,6,21,13,23,6,21,13,23,6,21
human2_lib2.final_cell_0199,1,14,4,7,1,14,4,7,1,7,4,7,1,7,4,7,1,7,4,7
human2_lib2.final_cell_0200,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15
human2_lib2.final_cell_0201,23,9,8,19,23,9,8,19,23,9,8,19,23,9,8,19,23,9,8,19
human2_lib2.final_cell_0202,1,14,4,2,1,14,4,2,1,7,4,2,1,7,4,2,1,7,4,2
human2_lib2.final_cell_0203,13,23,13,15,13,23,13,15,13,23,13,15,13,23,13,15,13,23,13,15
human2_lib2.final_cell_0204,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28
human2_lib2.final_cell_0205,17,22,9,22,17,22,9,22,17,22,9,22,17,22,9,22,17,22,9,1
human2_lib2.final_cell_0206,25,6,18,28,25,6,18,28,25,6,18,28,25,6,18,28,25,6,18,28
human2_lib2.final_cell_0207,17,22,9,20,17,22,9,20,17,22,9,20,17,22,9,20,17,22,9,20
human2_lib2.final_cell_0208,1,7,4,10,1,7,4,10,1,7,4,10,1,7,4,10,1,7,4,10
human2_lib2.final_cell_0209,1,14,4,26,1,14,4,26,1,7,4,26,1,7,4,26,1,7,4,26
human2_lib2.final_cell_0210,1,14,4,9,1,14,4,9,1,7,4,9,1,7,4,9,1,7,4,9
human2_lib2.final_cell_0211,25,6,18,21,25,6,18,21,25,6,18,21,25,6,18,21,25,6,18,21
human2_lib2.final_cell_0212,25,6,18,1,25,6,18,1,25,6,18,1,25,6,18,1,25,6,18,1
human2_lib2.final_cell_0213,13,23,13,24,13,23,13,24,13,23,13,24,13,23,13,24,13,23,13,1
human2_lib2.final_cell_0214,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10
human2_lib2.final_cell_0215,1,7,4,25,1,7,4,25,1,7,4,25,1,7,4,25,1,7,4,1
human2_lib2.final_cell_0216,1,7,4,15,1,7,4,15,1,7,4,15,1,7,4,15,1,7,4,15
human2_lib2.final_cell_0217,1,14,4,27,1,14,4,27,1,7,4,27,1,7,4,27,1,7,4,1
human2_lib2.final_cell_0218,17,22,9,11,17,22,9,11,17,22,9,11,17,22,9,11,17,22,9,11
human2_lib2.final_cell_0219,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28
human2_lib2.final_cell_0220,22,8,9,18,22,8,9,18,22,8,9,18,22,8,9,18,22,8,9,1
human2_lib2.final_cell_0221,23,9,8,3,23,9,8,3,23,9,8,3,23,9,8,3,23,9,8,1
human2_lib2.final_cell_0222,1,14,4,12,1,14,4,12,1,7,4,12,1,7,4,12,1,7,4,12
human2_lib2.final_cell_0223,13,23,13,22,13,23,13,22,13,23,13,22,13,23,13,22,13,23,13,1
human2_lib2.final_cell_0224,1,14,4,25,1,14,4,25,1,7,4,25,1,7,4,25,1,7,4,1
human2_lib2.final_cell_0225,1,7,4,24,1,7,4,24,1,7,4,24,1,7,4,24,1,7,4,1
human2_lib2.final_cell_0226,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10
human2_lib2.final_cell_0227,1,18,4,20,1,12,4,20,1,12,4,20,1,12,4,20,1,12,4,20
human2_lib2.final_cell_0228,1,14,4,2,1,14,4,2,1,7,4,2,1,7,4,2,1,7,4,2
human2_lib2.final_cell_0229,9,2,13,24,9,2,13,24,9,2,13,24,9,2,13,24,9,2,13,1
human2_lib2.final_cell_0230,13,21,13,7,13,21,13,7,13,21,13,7,13,21,13,7,13,16,13,7
human2_lib2.final_cell_0231,13,23,13,13,13,23,13,13,13,23,13,13,13,23,13,13,13,23,13,1
human2_lib2.final_cell_0232,13,23,13,10,13,23,13,10,13,23,13,10,13,23,13,10,13,23,13,10
human2_lib2.final_cell_0233,24,11,14,27,24,11,14,27,24,11,14,27,24,11,14,27,24,11,14,1
human2_lib2.final_cell_0234,25,5,19,24,25,5,19,24,25,5,19,24,25,5,19,24,25,3,15,1
human2_lib2.final_cell_0235,1,7,4,21,1,7,4,21,1,7,4,21,1,7,4,21,1,7,4,21
human2_lib2.final_cell_0236,24,11,14,25,24,11,14,25,24,11,14,25,24,11,14,25,24,11,14,1
human2_lib2.final_cell_0237,1,18,4,9,1,12,4,9,1,12,4,9,1,12,4,9,1,12,4,9
human2_lib2.final_cell_0238,13,23,13,18,13,23,13,18,13,23,13,18,13,23,13,18,13,23,13,1
human2_lib2.final_cell_0239,15,23,10,6,15,23,10,6,15,23,10,6,15,23,10,6,15,23,10,6
human2_lib2.final_cell_0240,17,22,9,18,17,22,9,18,17,22,9,18,17,22,9,18,17,22,9,1
human2_lib2.final_cell_0241,13,23,13,10,13,23,13,10,13,23,13,10,13,23,13,10,13,23,13,10
human2_lib2.final_cell_0242,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16
human2_lib2.final_cell_0243,23,9,8,9,23,9,8,9,23,9,8,9,23,9,8,9,23,9,8,9
human2_lib2.final_cell_0244,1,14,4,28,1,14,4,28,1,7,4,28,1,7,4,28,1,7,4,28
human2_lib2.final_cell_0245,1,14,4,23,1,14,4,23,1,7,4,23,1,7,4,23,1,7,4,23
human2_lib2.final_cell_0246,13,21,13,9,13,21,13,9,13,21,13,9,13,21,13,9,13,16,13,9
human2_lib2.final_cell_0247,17,22,9,4,17,22,9,4,17,22,9,4,17,22,9,4,17,22,9,4
human2_lib2.final_cell_0248,13,23,13,2,13,23,13,2,13,23,13,2,13,23,13,2,13,23,13,2
human2_lib2.final_cell_0249,1,7,4,3,1,7,4,3,1,7,4,3,1,7,4,3,1,7,4,1
human2_lib2.final_cell_0250,13,23,13,20,13,23,13,20,13,23,13,20,13,23,13,20,13,23,13,20
human2_lib2.final_cell_0251,1,7,4,6,1,7,4,6,1,7,4,6,1,7,4,6,1,7,4,6
human2_lib2.final_cell_0252,13,23,13,2,13,23,13,2,13,23,13,2,13,23,13,2,13,23,13,2
human2_lib2.final_cell_0253,13,23,13,22,13,23,13,22,13,23,13,22,13,23,13,22,13,23,13,1
human2_lib2.final_cell_0254,13,23,13,1,13,23,13,1,13,23,13,1,13,23,13,1,13,23,13,1
human2_lib2.final_cell_0255,12,19,13,3,12,19,13,3,12,19,13,3,12,19,13,3,12,19,13,1
human2_lib2.final_cell_0256,1,14,4,2,1,14,4,2,1,7,4,2,1,7,4,2,1,7,4,2
human2_lib2.final_cell_0257,1,7,4,5,1,7,4,5,1,7,4,5,1,7,4,5,1,7,4,1
human2_lib2.final_cell_0258,13,23,13,11,13,23,13,11,13,23,13,11,13,23,13,11,13,23,13,11
human2_lib2.final_cell_0259,1,7,4,13,1,7,4,13,1,7,4,13,1,7,4,13,1,7,4,1
human2_lib2.final_cell_0260,26,4,5,9,26,4,5,9,26,4,5,9,26,4,5,9,26,4,5,9
human2_lib2.final_cell_0261,1,14,4,10,1,14,4,10,1,7,4,10,1,7,4,10,1,7,4,10
human2_lib2.final_cell_0262,12,20,6,4,12,20,6,4,12,20,6,4,12,20,6,4,12,20,6,4
human2_lib2.final_cell_0263,22,9,8,21,22,9,8,21,22,9,8,21,22,9,8,21,22,9,8,21
human2_lib2.final_cell_0264,13,23,10,26,13,23,10,26,13,23,10,26,13,23,10,26,13,23,10,26
human2_lib2.final_cell_0265,13,23,13,17,13,23,13,17,13,23,13,17,13,23,13,17,13,23,13,1
human2_lib2.final_cell_0266,1,14,4,13,1,14,4,13,1,7,4,13,1,7,4,13,1,7,4,1
human2_lib2.final_cell_0267,1,14,4,22,1,14,4,22,1,7,4,22,1,7,4,22,1,7,4,1
human2_lib2.final_cell_0268,1,14,4,18,1,14,4,18,1,7,4,18,1,7,4,18,1,7,4,1
human2_lib2.final_cell_0269,13,23,13,2,13,23,13,2,13,23,13,2,13,23,13,2,13,23,13,2
human2_lib2.final_cell_0270,25,6,18,27,25,6,18,27,25,6,18,27,25,6,18,27,25,6,18,1
human2_lib2.final_cell_0271,13,2,13,21,13,2,13,21,13,2,13,21,13,2,13,21,13,2,13,21
human2_lib2.final_cell_0272,17,22,9,19,17,22,9,19,17,22,9,19,17,22,9,19,17,22,9,19
human2_lib2.final_cell_0273,17,22,9,24,17,22,9,24,17,22,9,24,17,22,9,24,17,22,9,1
human2_lib2.final_cell_0274,18,24,16,7,18,24,16,7,18,24,16,7,18,24,16,7,18,24,16,7
human2_lib2.final_cell_0275,13,20,13,17,13,20,13,17,13,20,13,17,13,20,13,17,13,20,13,1
human2_lib2.final_cell_0276,1,7,4,18,1,7,4,18,1,7,4,18,1,7,4,18,1,7,4,1
human2_lib2.final_cell_0277,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15
human2_lib2.final_cell_0278,13,23,13,20,13,23,13,20,13,23,13,20,13,23,13,20,13,23,13,20
human2_lib2.final_cell_0279,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15
human2_lib2.final_cell_0280,17,22,9,28,17,22,9,28,17,22,9,28,17,22,9,28,17,22,9,28
human2_lib2.final_cell_0281,1,14,4,28,1,14,4,28,1,7,4,28,1,7,4,28,1,7,4,28
human2_lib2.final_cell_0282,23,9,8,26,23,9,8,26,23,9,8,26,23,9,8,26,23,9,8,26
human2_lib2.final_cell_0283,26,4,5,1,26,4,5,1,26,4,5,1,26,4,5,1,26,4,5,1
human2_lib2.final_cell_0284,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28,13,23,13,28
human2_lib2.final_cell_0285,13,23,13,25,13,23,13,25,13,23,13,25,13,23,13,25,13,23,13,1
human2_lib2.final_cell_0286,13,23,13,3,13,23,13,3,13,23,13,3,13,23,13,3,13,23,13,1
human2_lib2.final_cell_0287,1,7,4,5,1,7,4,5,1,7,4,5,1,7,4,5,1,7,4,1
human2_lib2.final_cell_0288,25,6,18,17,25,6,18,17,25,6,18,17,25,6,18,17,25,6,18,1
human2_lib2.final_cell_0289,1,7,4,18,1,7,4,18,1,7,4,18,1,7,4,18,1,7,4,1
human2_lib2.final_cell_0290,23,9,8,6,23,9,8,6,23,9,8,6,23,9,8,6,23,9,8,6
human2_lib2.final_cell_0291,1,14,4,27,1,14,4,27,1,7,4,27,1,7,4,27,1,7,4,1
human2_lib2.final_cell_0292,1,14,4,24,1,14,4,24,1,7,4,24,1,7,4,24,1,7,4,1
human2_lib2.final_cell_0293,1,14,4,15,1,14,4,15,1,7,4,15,1,7,4,15,1,7,4,15
human2_lib2.final_cell_0294,1,14,4,2,1,14,4,2,1,7,4,2,1,7,4,2,1,7,4,2
human2_lib2.final_cell_0295,1,7,4,10,1,7,4,10,1,7,4,10,1,7,4,10,1,7,4,10
human2_lib2.final_cell_0296,26,4,5,25,26,4,5,25,26,4,5,25,26,4,5,25,26,4,5,1
human2_lib2.final_cell_0297,25,6,18,1,25,6,18,1,25,6,18,1,25,6,18,1,25,6,18,1
human2_lib2.final_cell_0298,18,24,16,5,18,24,16,5,18,24,16,5,18,24,16,5,18,24,16,1
human2_lib2.final_cell_0299,1,14,4,6,1,14,4,6,1,7,4,6,1,7,4,6,1,7,4,6
human2_lib2.final_cell_0300,1,14,4,25,1,14,4,25,1,7,4,25,1,7,4,25,1,7,4,1
human2_lib2.final_cell_0301,18,24,16,5,18,24,16,5,18,24,16,5,18,24,16,5,18,24,16,1
human2_lib2.final_cell_0302,1,14,4,2,1,14,4,2,1,7,4,2,1,7,4,2,1,7,4,2
human2_lib2.final_cell_0303,1,14,4,28,1,14,4,28,1,7,4,28,1,7,4,28,1,7,4,28
human2_lib2.final_cell_0304,1,7,4,11,1,7,4,11,1,7,4,11,1,7,4,11,1,7,4,11
human2_lib2.final_cell_0305,1,18,4,12,1,12,4,12,1,12,4,12,1,12,4,12,1,12,4,12
human2_lib2.final_cell_0306,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,1
human2_lib2.final_cell_0307,1,14,4,26,1,14,4,26,1,7,4,26,1,7,4,26,1,7,4,26
human2_lib2.final_cell_0308,23,9,8,27,23,9,8,27,23,9,8,27,23,9,8,27,23,9,8,1
human2_lib2.final_cell_0309,1,14,4,27,1,14,4,27,1,7,4,27,1,7,4,27,1,7,4,1
human2_lib2.final_cell_0310,26,4,5,21,26,4,5,21,26,4,5,21,26,4,5,21,26,4,5,21
human2_lib2.final_cell_0311,1,7,4,4,1,7,4,4,1,7,4,4,1,7,4,4,1,7,4,4
human2_lib2.final_cell_0312,1,14,4,14,1,14,4,14,1,7,4,14,1,7,4,14,1,7,4,1
human2_lib2.final_cell_0313,1,14,4,19,1,14,4,19,1,7,4,19,1,7,4,19,1,7,4,19
human2_lib2.final_cell_0314,17,22,9,22,17,22,9,22,17,22,9,22,17,22,9,22,17,22,9,1
human2_lib2.final_cell_0315,25,6,5,21,25,6,5,21,25,6,5,21,25,6,5,21,25,6,5,21
human2_lib2.final_cell_0316,1,7,4,21,1,7,4,21,1,7,4,21,1,7,4,21,1,7,4,21
human2_lib2.final_cell_0317,1,14,4,4,1,14,4,4,1,7,4,4,1,7,4,4,1,7,4,4
human2_lib2.final_cell_0318,1,14,4,8,1,14,4,8,1,7,4,8,1,7,4,8,1,7,4,1
human2_lib2.final_cell_0319,1,14,4,22,1,14,4,22,1,7,4,22,1,7,4,22,1,7,4,1
human2_lib2.final_cell_0320,13,2,13,5,13,2,13,5,13,2,13,5,13,2,13,5,13,2,13,1
human2_lib2.final_cell_0321,13,23,13,4,13,23,13,4,13,23,13,4,13,23,13,4,13,23,13,4
human2_lib2.final_cell_0322,1,14,4,11,1,14,4,11,1,7,4,11,1,7,4,11,1,7,4,11
human2_lib2.final_cell_0323,23,9,8,5,23,9,8,5,23,9,8,5,23,9,8,5,23,9,8,1
human2_lib2.final_cell_0324,1,14,4,22,1,14,4,22,1,7,4,22,1,7,4,22,1,7,4,1
human2_lib2.final_cell_0325,13,23,13,1,13,23,13,1,13,23,13,1,13,23,13,1,13,23,13,1
human2_lib2.final_cell_0326,1,14,4,18,1,14,4,18,1,7,4,18,1,7,4,18,1,7,4,1
human2_lib2.final_cell_0327,13,23,13,21,13,23,13,21,13,23,13,21,13,23,13,21,13,23,13,21
human2_lib2.final_cell_0328,13,23,13,5,13,23,13,5,13,23,13,5,13,23,13,5,13,23,13,1
human2_lib2.final_cell_0329,1,14,4,7,1,14,4,7,1,7,4,7,1,7,4,7,1,7,4,7
human2_lib2.final_cell_0330,1,14,4,3,1,14,4,3,1,7,4,3,1,7,4,3,1,7,4,1
human2_lib2.final_cell_0331,23,9,8,4,23,9,8,4,23,9,8,4,23,9,8,4,23,9,8,4
human2_lib2.final_cell_0332,13,2,13,7,13,2,13,7,13,2,13,7,13,2,13,7,13,2,13,7
human2_lib2.final_cell_0333,1,14,4,19,1,14,4,19,1,7,4,19,1,7,4,19,1,7,4,19
human2_lib2.final_cell_0334,11,2,6,20,11,2,6,20,11,2,6,20,11,2,6,20,11,2,6,20
human2_lib2.final_cell_0335,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,1
human2_lib2.final_cell_0336,13,2,13,25,13,2,13,25,13,2,13,25,13,2,13,25,13,2,13,1
human2_lib2.final_cell_0337,1,7,4,1,1,7,4,1,1,7,4,1,1,7,4,1,1,7,4,1
human2_lib2.final_cell_0338,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2
human2_lib2.final_cell_0339,18,24,16,3,18,24,16,3,18,24,16,3,18,24,16,3,18,24,16,1
human2_lib2.final_cell_0340,1,14,4,2,1,14,4,2,1,7,4,2,1,7,4,2,1,7,4,2
